,CS_time0_2012,CS_time0_2013,CS_time0_2014,CS_time10_2012,CS_time10_2013,CS_time10_2014,CS_time11_2012,CS_time11_2013,CS_time11_2014,CS_time12_2012,CS_time12_2013,CS_time12_2014,CS_time13_2013,CS_time1_2012,CS_time1_2013,CS_time1_2014,CS_time2_2012,CS_time2_2013,CS_time2_2014,CS_time3_2012,CS_time3_2013,CS_time3_2014,CS_time4_2012,CS_time4_2013,CS_time4_2014,CS_time5_2012,CS_time5_2013,CS_time5_2014,CS_time6_2012,CS_time6_2013,CS_time6_2014,CS_time7_2012,CS_time7_2013,CS_time7_2014,CS_time8_2012,CS_time8_2013,CS_time8_2014,CS_time9_2012,CS_time9_2013,CS_time9_2014,PN_time0_2012,PN_time0_2013,PN_time0_2014,PN_time10_2013,PN_time10_2014,PN_time11_2014,PN_time1_2012,PN_time1_2013,PN_time1_2014,PN_time2_2012,PN_time2_2013,PN_time2_2014,PN_time3_2012,PN_time3_2013,PN_time3_2014,PN_time4_2012,PN_time4_2013,PN_time4_2014,PN_time5_2012,PN_time5_2013,PN_time5_2014,PN_time6_2012,PN_time6_2013,PN_time6_2014,PN_time7_2012,PN_time7_2013,PN_time7_2014,PN_time8_2012,PN_time8_2013,PN_time8_2014,PN_time9_2012,PN_time9_2013,PN_time9_2014
RXN66-323__er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-19711__cyto,0.120494659,0.120371643,0.120494659,0.081355931,0.081355932,0.081355932,0.081355931,0.081355933,0.081355933,0.081355932,0.08135593,0.081355932,0.081355931,0.120494659,0.120494659,0.12049466,0.120494659,0.120494659,0.120371643,0.120494659,0.12049466,0.120494659,0.12049466,0.12049466,0.120494659,0.120494659,0.120494659,0.120494658,0.120494659,0.120494659,0.120494659,0.081355931,0.081355931,0.081355931,0.081355933,0.081355932,0.081355931,0.08135593,0.081355932,0.081355932,0.120494659,0.120371643,0.12049466,0.081355931,0.081355932,0.081355931,0.120494659,0.120494659,0.120494659,0.120494659,0.12049466,0.120494659,0.120494659,0.120494659,0.120494659,0.12049466,0.120494659,0.12049466,0.120494659,0.081355932,0.120494659,0.081355932,0.081355932,0.081355932,0.081355931,0.081355931,0.081355932,0.081355932,0.081355931,0.081355932,0.081355931,0.081355931,0.081355932
GLYCINE--TRNA-LIGASE-RXN__cyto,0.014782016,0.073930241,0.073910078,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.073910078,0.014782016,0.073910078,0.014782016,0.073910078,0.014786048,0.073910078,0.073910078,0.073910078,0.014782016,0.014782016,0.014782016,0.014782016,0.014782016,0.014782015,0.014782016,0.014782016,0.014782016,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.014782016,0.073930241,0.073910078,0.011229217,0.011229217,0.011229217,0.014782016,0.073910078,0.073910078,0.073910078,0.073910078,0.073910078,0.073910078,0.014782016,0.073910078,0.014782016,0.014782016,0.014782016,0.014782016,0.011229217,0.014782016,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217,0.011229217
RXN-11695__cyto,0.148846344,0.148694382,0.148846344,0.099999999,0.1,0.1,0.099999999,0.1,0.1,0.1,0.099999998,0.1,0.099999999,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148694382,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148846343,0.148846344,0.148846344,0.148846344,0.148846344,0.148846343,0.099999999,0.099999998,0.099999999,0.1,0.099999999,0.1,0.099999999,0.1,0.1,0.148846344,0.148694382,0.148846344,0.1,0.099999999,0.099999999,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.148846345,0.148846344,0.148846344,0.148846344,0.148846344,0.148846344,0.1,0.148846344,0.1,0.1,0.1,0.099999999,0.1,0.1,0.1,0.1,0.1,0.099999999,0.099999998,0.1
TO1001355__cyto__extr,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
RXN-20026__er,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,,,,,,,,,,
TO3002149__chlo__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO3002149__cyto__extr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO3002149__vacu__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO3002149__mito__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-21652__chlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-13696__chlo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METHANETHIOL-OXIDASE-RXN__cyto,0.632596962,0.631951124,0.632596962,0.564705867,0.564705878,0.564705882,0.564705874,0.564705882,0.564705882,0.564705881,0.564705882,0.564705882,0.564705877,0.632596962,0.632596961,0.632596962,0.632596959,0.632596962,0.631951126,0.632596962,0.632596963,0.63259696,0.632596962,0.632596963,0.632596962,0.632596962,0.632596962,0.632596962,0.63259696,0.632596962,0.632596962,0.564705889,0.564705873,0.564705873,0.564705883,0.564705875,0.564705881,0.564705871,0.564705882,0.564705879,0.632596962,0.631951124,0.632596963,0.564705878,0.564705877,0.564705878,0.632596959,0.63259696,0.632596961,0.632596961,0.632596963,0.632596962,0.632596962,0.632596962,0.632596963,0.632596962,0.632596963,0.632596962,0.632596962,0.564705883,0.632596962,0.564705882,0.564705882,0.564705883,0.564705873,0.564705882,0.564705883,0.564705882,0.564705882,0.564705883,0.564705875,0.564705878,0.564705876
RXN0-5393__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-7570__er,0,0,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
TI2903714__mito__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR1000249__golgi__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,,999999,999999,,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,,,
RXN-8991__chlo,99999.90791,99999.90788,99999.90791,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90788,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.90791,99999.90788,99999.90791,99999.93004,99999.93004,99999.93004,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.90791,99999.93004,99999.90791,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004,99999.93004
RXN-5021__cyto,0.109209919,0.109090909,0.109209918,0.104347824,0.104347825,0.104347826,0.104347825,0.104347826,0.104347826,0.104347825,0.104347826,0.104347826,0.104347825,0.109209919,0.109209918,0.109209919,0.109209918,0.109209919,0.109090909,0.109209918,0.109209919,0.109209918,0.109209919,0.109209919,0.109209919,0.109209919,0.109209918,0.109209919,0.109209918,0.109209919,0.109209918,0.104347825,0.104347825,0.104347825,0.104347826,0.104347825,0.104347826,0.104347824,0.104347826,0.104347826,0.109209919,0.109090909,0.109209919,0.104347826,0.104347825,0.104347825,0.109209918,0.109209918,0.109209918,0.109209918,0.109209919,0.109209919,0.109209919,0.109209918,0.109209918,0.109209919,0.109209919,0.109209919,0.109209919,0.104347826,0.109209919,0.104347826,0.104347826,0.104347826,0.104347825,0.104347826,0.104347825,0.104347826,0.104347826,0.104347826,0.104347824,0.104347826,0.104347826
TRANS-PENTAPRENYLTRANSFERASE-RXN__er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-8001__chlo,0.391550671,0.391556762,0.391550673,0.235137216,0.23513722,0.235137222,0.235137218,0.235137222,0.235137222,0.235137221,0.235137222,0.235137222,0.235137221,0.391550673,0.391550673,0.391550673,0.391550672,0.391550673,0.391556763,0.391550673,0.391550674,0.391550672,0.391550674,0.391550674,0.391550673,0.391550673,0.391550673,0.391550673,0.391550671,0.391550673,0.391550673,0.235137219,0.23513722,0.235137219,0.235137221,0.23513722,0.235137224,0.235137219,0.235137222,0.235137222,0.391550673,0.391556762,0.391550673,0.235137222,0.23513722,0.23513722,0.391550672,0.391550672,0.391550673,0.391550672,0.391550674,0.391550673,0.391550673,0.391550673,0.391550673,0.391550673,0.391550673,0.391550673,0.391550673,0.235137222,0.391550673,0.235137222,0.235137222,0.235137222,0.235137218,0.235137222,0.235137221,0.235137222,0.235137222,0.235137221,0.235137222,0.235137221,0.235137222
TI1000065__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TI1000065__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TI1000065__chlo__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO0000157__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO0000157__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
RXN-7162__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADPH-DEHYDROGENASE-RXN__chlo,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
NADPH-DEHYDROGENASE-RXN__cyto,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
NADPH-DEHYDROGENASE-RXN__er,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
RXN-18752__extr,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
RXN-18752__pero,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
RXN-18752__cyto,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
DIHYDROPYRIMIDINASE-RXN__cyto,1.548044873,1.728620996,1.548044874,2.527297201,2.527297217,2.527297218,2.527297204,2.527297217,2.527297218,2.52729723,2.52729722,2.527297214,2.527297217,1.548044874,1.548044883,1.548044874,1.548044875,1.548044874,1.728621,1.548044874,1.548044874,1.548044866,1.548044875,1.548044875,1.548044875,1.548044875,1.548044875,1.548044871,1.548044874,1.548044875,1.548044874,2.527297202,2.527297217,2.527297217,2.527297221,2.527297217,2.527297233,2.527297217,2.527297217,2.527297182,1.548044873,1.728620994,1.548044873,2.527297182,2.527297205,2.527297215,1.548044874,1.548044869,1.548044874,1.548044872,1.548044876,1.548044874,1.548044874,1.548044872,1.548044874,1.548044873,1.548044875,1.548044875,1.548044875,2.52729722,1.548044874,2.527297217,2.527297218,2.527297219,2.527297218,2.527297218,2.527297212,2.527297218,2.527297217,2.527297219,2.527297219,2.527297218,2.527297219
TO1000132__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000132__er__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO1000132__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000132__chlo__cyto,10069.33875,10069.38801,10069.33875,10049.92411,10048.82566,10049.92411,10049.88802,10049.88802,10049.88802,10049.92411,10049.88802,10049.88802,10049.88802,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.38801,10069.33875,10069.33875,10069.33875,10069.14289,10069.33875,10069.14289,10069.14289,10069.14289,10069.14289,10068.32967,10069.14289,10069.14289,10048.82566,10048.82566,10048.82566,10048.82566,10048.82566,10048.82566,10048.82566,10049.92411,10048.82566,10069.33875,10069.38801,10069.33875,10049.88802,10049.92411,10049.92411,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.33875,10069.14289,10069.14289,10069.33875,10069.14289,10049.92411,10069.33875,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411,10049.92411
DHS-PHOSPHATASE-RXN__er,136.7644247,136.7411721,136.7644247,97.25005962,97.25005978,97.25005979,97.21435953,97.2139623,97.21396231,97.25005967,97.21396232,97.21396229,97.2139623,136.7644247,136.7639018,136.7639018,136.7639018,136.7639018,136.7406491,136.7639017,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.6593417,136.7639018,136.7639018,97.25005966,97.25005976,97.25005978,97.25005978,97.25005976,97.25005978,97.25005978,97.25005977,97.2500596,136.7644247,136.7411721,136.7639018,97.21396229,97.25005978,97.25005964,136.7644247,136.7639018,136.7639018,136.7644247,136.7639018,136.763902,136.7639018,136.7639018,136.7639017,136.7639018,136.7639018,136.7639018,136.7639018,97.25005976,136.7639018,97.25005975,97.25005978,97.2500598,97.25005978,97.25005979,97.25005967,97.25005978,97.25005976,97.2500598,97.25005979,97.25005976,97.25005978
TI3002461__cyto__extr,136.7644247,136.7411721,136.7644247,97.25005962,97.25005978,97.25005979,97.21435953,97.21396231,97.21396231,97.25005964,97.21396232,97.2139623,97.2139623,136.7644247,136.7639018,136.7639018,136.7639018,136.7639018,136.7406491,136.7639018,136.7639018,136.7639017,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.6593417,136.7639018,136.7639018,97.2500597,97.25005977,97.25005978,97.25005978,97.25005978,97.25005978,97.25005978,97.25005977,97.25005954,136.7644247,136.7411721,136.7639018,97.21396234,97.25005978,97.25005955,136.7644247,136.7639018,136.7639018,136.7644247,136.7639018,136.7639017,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,136.7639018,97.25005978,136.7639018,97.25005976,97.25005978,97.2500598,97.25005978,97.25005978,97.25005966,97.25005978,97.25005976,97.2500598,97.25005979,97.25005977,97.25005979
TI3002461__vacu__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO1001101__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1001101__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1001101__chlo__cyto,1.95E-10,-1.95E-10,0,0,0,1.95E-10,0,0,0,0,0,1.95E-10,0,0,-1.95E-10,0,-1.95E-10,-1.95E-10,0,-1.95E-10,0,-1.95E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95E-10,0,0,0,0,0,-1.95E-10,-1.95E-10,0,-1.95E-10,0,-1.95E-10,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-10,0,0,0,0,0,0,0,0
THI-P-SYN-RXN__chlo,0.084210526,0.084210526,0.084210526,0.047524752,0.047524752,0.047524752,0.047524752,0.047524753,0.047524752,0.047524752,0.047524753,0.047524753,0.047524752,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.047524752,0.047524752,0.047524752,0.047524752,0.047524752,0.047524752,0.047524752,0.047524753,0.047524752,0.084210526,0.084210526,0.084210526,0.047524753,0.047524752,0.047524752,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.084210526,0.047524753,0.084210526,0.047524752,0.047524752,0.047524753,0.047524752,0.047524753,0.047524752,0.047524752,0.047524752,0.047524753,0.047524753,0.047524752,0.047524753
NQOR-RXN__extr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-9279__mito,6.05E-07,6.05E-07,6.05E-07,4.60E-07,4.60E-07,4.58E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,6.05E-07,6.05E-07,6.05E-07,4.29E-07,4.60E-07,4.59E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,4.60E-07,6.05E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07,4.60E-07
TO1000300__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000300__golgi__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
