,CS_time0_2012,CS_time0_2013,CS_time0_2014,CS_time10_2012,CS_time10_2013,CS_time10_2014,CS_time11_2012,CS_time11_2013,CS_time11_2014,CS_time12_2012,CS_time12_2013,CS_time12_2014,CS_time13_2013,CS_time1_2012,CS_time1_2013,CS_time1_2014,CS_time2_2012,CS_time2_2013,CS_time2_2014,CS_time3_2012,CS_time3_2013,CS_time3_2014,CS_time4_2012,CS_time4_2013,CS_time4_2014,CS_time5_2012,CS_time5_2013,CS_time5_2014,CS_time6_2012,CS_time6_2013,CS_time6_2014,CS_time7_2012,CS_time7_2013,CS_time7_2014,CS_time8_2012,CS_time8_2013,CS_time8_2014,CS_time9_2012,CS_time9_2013,CS_time9_2014,PN_time0_2012,PN_time0_2013,PN_time0_2014,PN_time10_2013,PN_time10_2014,PN_time11_2014,PN_time1_2012,PN_time1_2013,PN_time1_2014,PN_time2_2012,PN_time2_2013,PN_time2_2014,PN_time3_2012,PN_time3_2013,PN_time3_2014,PN_time4_2012,PN_time4_2013,PN_time4_2014,PN_time5_2012,PN_time5_2013,PN_time5_2014,PN_time6_2012,PN_time6_2013,PN_time6_2014,PN_time7_2012,PN_time7_2013,PN_time7_2014,PN_time8_2012,PN_time8_2013,PN_time8_2014,PN_time9_2012,PN_time9_2013,PN_time9_2014
TO1000119__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000119__er__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO1000119__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000119__chlo__cyto,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GMP-SYN-GLUT-RXN__cyto,0.362447637,0.362078853,0.362447634,0.16624929,0.166249291,0.166249289,0.16624929,0.16624929,0.166249287,0.16624929,0.166249288,0.16624929,0.16624929,0.362447636,0.362447639,0.362447636,0.36244764,0.362447637,0.362078844,0.362447638,0.362447638,0.362447636,0.362447634,0.362447639,0.362447636,0.362447631,0.362447635,0.362447637,0.362447638,0.362447635,0.362447636,0.166249288,0.166249288,0.166249289,0.166249289,0.166249291,0.16624929,0.166249291,0.166249287,0.166249289,0.362447638,0.36207885,0.362447638,0.166249289,0.166249288,0.166249289,0.362447638,0.362447637,0.362447635,0.362447641,0.362447628,0.362447628,0.362447636,0.362447632,0.362447636,0.362447634,0.362447637,0.362447633,0.362447632,0.166249288,0.362447637,0.166249288,0.166249287,0.166249288,0.166249294,0.166249289,0.166249288,0.166249291,0.166249288,0.166249289,0.166249288,0.166249288,0.166249288
RXN-5985__mito,0.072296796,0.072222986,0.072296795,0.042290748,0.042290749,0.042290749,0.042290749,0.042290749,0.042290748,0.042290749,0.042290748,0.042290749,0.042290749,0.072296795,0.072296796,0.072296795,0.072296796,0.072296796,0.072222985,0.072296796,0.072296796,0.072296795,0.072296795,0.072296795,0.072296795,0.072296795,0.072296795,0.072296795,0.072296796,0.072296795,0.072296795,0.042290749,0.042290749,0.042290749,0.042290749,0.042290749,0.042290749,0.042290749,0.042290748,0.042290749,0.072296796,0.072222985,0.072296796,0.042290749,0.042290748,0.042290749,0.072296796,0.072296796,0.072296795,0.072296796,0.072296794,0.072296795,0.072296794,0.072296795,0.072296795,0.072296795,0.072296795,0.072296795,0.072296795,0.042290749,0.072296795,0.042290749,0.042290748,0.042290749,0.04229075,0.042290749,0.042290748,0.042290749,0.042290748,0.042290749,0.042290749,0.042290748,0.042290748
2.3.1.180-RXN__chlo,0.210865655,0.210650377,0.210865652,0.141176471,0.141176471,0.141176471,0.141176471,0.141176471,0.141176469,0.141176471,0.141176468,0.14117647,0.141176472,0.210865653,0.210865655,0.210865651,0.210865655,0.210865654,0.210650372,0.210865654,0.210865653,0.210865653,0.210865651,0.210865653,0.210865653,0.210865653,0.210865652,0.210865652,0.210865653,0.210865652,0.210865653,0.141176471,0.141176469,0.141176471,0.14117647,0.141176471,0.141176472,0.141176472,0.141176468,0.14117647,0.210865654,0.210650374,0.210865654,0.141176469,0.141176469,0.141176469,0.210865653,0.210865654,0.210865654,0.210865655,0.21086565,0.21086565,0.210865654,0.21086565,0.210865651,0.210865652,0.210865654,0.210865652,0.210865651,0.14117647,0.210865653,0.14117647,0.141176468,0.14117647,0.141176474,0.14117647,0.141176469,0.141176472,0.141176469,0.14117647,0.14117647,0.141176467,0.141176469
PSEUDOURIDINE-KINASE-RXN__cyto,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
PHOSPHOLIPASE-A1-RXN__chlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOSPHOLIPASE-A1-RXN__cyto,0.098305666,0.098205304,0.098305666,0.063108072,0.063108073,0.063108073,0.063108072,0.063108073,0.063108071,0.063108072,0.063108072,0.063108073,0.063108073,0.098305666,0.098305666,0.098305665,0.098305667,0.098305666,0.098205301,0.098305666,0.098305666,0.098305665,0.098305665,0.098305666,0.098305666,0.098305665,0.098305666,0.098305665,0.098305666,0.098305664,0.098305666,0.063108073,0.063108072,0.063108073,0.063108073,0.063108073,0.063108073,0.063108073,0.063108072,0.063108073,0.098305666,0.098205303,0.098305666,0.063108072,0.063108071,0.063108072,0.098305666,0.098305666,0.098305665,0.098305667,0.098305664,0.098305664,0.098305666,0.098305665,0.098305665,0.098305665,0.098305666,0.098305665,0.098305665,0.063108072,0.098305666,0.063108072,0.063108071,0.063108074,0.063108074,0.063108072,0.063108072,0.063108073,0.063108072,0.063108072,0.063108072,0.063108071,0.063108072
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN__cyto,0.361483979,0.36111493,0.361483974,0.165517242,0.165517243,0.165517243,0.165517242,0.165517243,0.165517239,0.16551724,0.165517239,0.165517241,0.165517242,0.361483976,0.361483979,0.361483975,0.361483974,0.361483978,0.361114922,0.361483979,0.361483978,0.361483975,0.361483974,0.361483978,0.361483976,0.361483974,0.361483975,0.361483976,0.361483979,0.361483974,0.361483976,0.165517242,0.16551724,0.165517242,0.165517241,0.165517242,0.165517243,0.165517242,0.165517239,0.165517241,0.361483978,0.361114926,0.361483979,0.165517241,0.165517239,0.16551724,0.361483977,0.361483977,0.361483978,0.361483981,0.36148397,0.361483972,0.361483979,0.361483973,0.361483973,0.361483972,0.361483977,0.361483974,0.361483974,0.165517241,0.361483978,0.165517241,0.165517239,0.16551724,0.165517244,0.165517241,0.16551724,0.165517243,0.16551724,0.16551724,0.165517239,0.165517239,0.16551724
RXN-2003__pero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO1000366__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000366__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN__cyto,0.533333331,0.533333337,0.533333331,0.34285714,0.342857147,0.342857145,0.342857141,0.342857144,0.342857135,0.342857142,0.342857142,0.342857142,0.342857145,0.53333333,0.533333334,0.533333328,0.533333335,0.533333332,0.533333325,0.533333334,0.533333333,0.533333327,0.533333325,0.533333322,0.533333331,0.533333325,0.533333328,0.533333326,0.528258052,0.533333326,0.53333333,0.342857144,0.342857138,0.342857143,0.342857145,0.342857141,0.342857147,0.342857148,0.342857141,0.342857143,0.533333315,0.533333334,0.533333333,0.342857142,0.342857137,0.342857141,0.533333332,0.533333331,0.533333333,0.533333334,0.533333318,0.533333332,0.53333333,0.533333324,0.533333326,0.533333328,0.533333335,0.533333327,0.533333325,0.34285714,0.533333336,0.342857143,0.342857137,0.34285714,0.34285715,0.34285714,0.342857138,0.342857144,0.342857137,0.342857141,0.342857137,0.342857138,0.342857141
DTDPDEHYDRHAMEPIM-RXN__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-8149__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXN-9246__cyto,0.208695652,0.208695654,0.208695651,0.174545453,0.174545457,0.174545456,0.174545454,0.174545455,0.174545454,0.174545455,0.174545453,0.174545454,0.174545456,0.208695651,0.208695653,0.20869565,0.208695654,0.208695652,0.208695649,0.208695652,0.208695652,0.20869565,0.20869565,0.208695649,0.208695651,0.208695649,0.20869565,0.208695649,0.208695653,0.208695648,0.208695651,0.174545455,0.174545453,0.174545455,0.174545455,0.174545455,0.174545458,0.174545457,0.174545453,0.174545454,0.208695652,0.208695652,0.208695652,0.174545454,0.174545451,0.174545454,0.208695651,0.208695651,0.208695652,0.208695653,0.208695647,0.208695649,0.208695652,0.208695649,0.20869565,0.20869565,0.208695652,0.208695649,0.208695649,0.174545453,0.208695652,0.174545453,0.174545452,0.174545454,0.174545458,0.174545452,0.174545453,0.174545455,0.174545452,0.174545453,0.174545453,0.174545452,0.174545453
TZ3101353__golgi__cyto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO0001297__cyto__extr,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,
TRYPTOPHAN--TRNA-LIGASE-RXN__cyto,0.002990823,0.002991639,0.002990823,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002991639,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002990823,0.002991639,0.002990823,0.002271991,0.002271991,0.002271991,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002990823,0.002271991,0.002990823,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991,0.002271991
RXN-9632__chlo,0.140577103,0.140433584,0.140577102,0.092307691,0.092307693,0.092307692,0.092307691,0.092307692,0.092307691,0.092307692,0.092307692,0.092307693,0.092307693,0.140577102,0.140577102,0.140577101,0.140577103,0.140577102,0.140433581,0.140577103,0.140577102,0.140577101,0.140577101,0.140577101,0.140577102,0.1405771,0.140577101,0.140577101,0.140577102,0.1405771,0.140577101,0.092307692,0.092307692,0.092307693,0.092307693,0.092307692,0.092307693,0.092307693,0.092307692,0.092307692,0.140577106,0.140433583,0.140577103,0.092307692,0.092307693,0.092307692,0.140577102,0.140577103,0.140577102,0.140577103,0.1405771,0.140577101,0.140577102,0.140577101,0.140577101,0.140577101,0.140577102,0.140577101,0.140577101,0.092307691,0.140577103,0.092307691,0.092307691,0.092307692,0.092307694,0.092307692,0.092307691,0.092307692,0.092307691,0.092307692,0.092307692,0.092307691,0.092307692
RXN-13385__chlo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,,,,,,,,,,,,,,,,,
TR0001092__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
RXN-12138__er,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,0,0
TR1000084__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
DIHYDROFOLATEREDUCT-RXN__mito,0.253579972,0.253321784,0.253579972,0.178188892,0.178188895,0.178188894,0.178188894,0.178188895,0.178188891,0.178188893,0.178188892,0.178188893,0.178188894,0.253579971,0.253579974,0.253579969,0.253579974,0.253579973,0.253321782,0.253579973,0.253579972,0.253579971,0.25357997,0.253579969,0.253579969,0.253579968,0.253579969,0.253579968,0.253579974,0.253579969,0.253579973,0.178188894,0.178188891,0.178188893,0.178188895,0.178188895,0.178188896,0.178188896,0.178188891,0.178188893,0.253579972,0.253321786,0.253579973,0.178188895,0.178188892,0.178188893,0.253579972,0.253579971,0.253579972,0.253579973,0.253579966,0.253579971,0.253579971,0.253579969,0.25357997,0.25357997,0.253579972,0.253579969,0.253579968,0.178188892,0.253579973,0.178188893,0.17818889,0.178188878,0.178188897,0.178188891,0.178188892,0.178188893,0.17818889,0.178188891,0.17818889,0.178188891,0.178188892
RXN-12197__er,68.69979818,68.68812229,68.69979813,,,,,,,,,,,68.69979816,68.69953678,68.69953664,68.6995371,68.69953678,68.68786057,68.69953668,68.69953656,68.69953654,,68.69953658,,,,,,,,,,,,,,,,,68.69979805,68.68812202,68.69953676,,,,68.69979812,68.6995367,68.69953673,68.69979822,68.69953583,68.69953652,68.69953673,68.69953664,68.69953657,,,68.6995369,,,68.69953674,,,,,,,,,,,,
RXN-16017__cyto,0.115017629,0.114900204,,,,0.082758621,,,,,,0.08275862,,,0.11501763,,0.115017631,0.115017629,,0.11501763,,0.115017629,,,,,,,,,,,,,,,,,,,0.115017629,,,,,,0.115017629,0.115017629,,0.11501763,,0.115017627,,,,,,,,,,,,,,,,,,,,,
RXN-9533__chlo,0.210865654,0.210650376,0.210865652,0.141176471,0.141176472,0.141176471,0.141176471,0.141176471,0.14117647,0.141176469,0.14117647,0.14117647,0.141176472,0.210865652,0.210865654,0.210865651,0.210865656,0.210865653,0.210650372,0.210865654,0.210865654,0.210865652,0.210865652,0.21086565,0.210865652,0.210865651,0.210865653,0.21086565,0.210865654,0.210865651,0.210865653,0.141176472,0.141176469,0.141176471,0.141176471,0.141176471,0.141176473,0.141176472,0.141176469,0.141176472,0.210865653,0.210650374,0.210865654,0.141176471,0.14117647,0.141176471,0.210865653,0.210865653,0.210865654,0.210865654,0.210865648,0.21086565,0.210865653,0.21086565,0.210865651,0.210865652,0.210865653,0.210865651,0.21086565,0.14117647,0.210865654,0.14117647,0.14117647,0.141176471,0.141176474,0.14117647,0.141176469,0.141176472,0.141176468,0.141176471,0.141176472,0.141176468,0.141176468
RXN-7591__cyto,0.100109092,0.100000001,0.100109092,0.073846154,0.073846155,0.073846154,0.073846154,0.073846154,0.073846154,0.073846154,0.073846154,0.073846153,0.073846154,0.100109091,0.100109092,0.10010909,0.100109093,0.100109092,0.099999998,0.100109092,0.100109092,0.100109091,0.100109091,0.100109091,0.100109091,0.10010909,0.100109091,0.10010909,0.088468309,0.100109091,0.100109091,0.073846155,0.073846153,0.073846154,0.073846154,0.073846154,0.073846155,0.073846155,0.073846153,0.073846154,0.100109091,0.099999999,0.100109092,0.073846154,0.073846153,0.073846154,0.100109092,0.100109092,0.100109092,0.100109092,0.100109089,0.10010909,0.100109092,0.10010909,0.100109091,0.100109091,0.100109092,0.100109091,0.10010909,0.073846153,0.100109092,0.073846154,0.073846153,0.073846153,0.073846156,0.073846153,0.073846153,0.073846154,0.073846153,0.073846153,0.073846153,0.073846153,0.073846153
TR2900126__mito__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TR2900126__er__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000129__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000129__er__cyto,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
TO1000129__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TO1000129__chlo__cyto,10000.05528,10000.05529,10000.05528,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05529,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.05528,10000.05529,10000.05528,10000.04199,10000.04199,10000.04199,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.05528,10000.04199,10000.05528,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199,10000.04199
ADENOSYLHOMOCYSTEINASE-RXN__cyto,46.29050081,46.32336129,46.29050082,33.33186772,32.59956531,33.33186775,33.30780269,33.30780278,33.30780276,33.33186773,33.30780275,33.30780273,33.30780283,46.29050082,46.29050088,46.29050073,46.29050086,46.29050081,46.32336107,46.29050071,46.29050077,46.29050076,46.15992381,46.29050078,46.15992381,46.15992379,46.15992378,46.15992369,45.61778083,46.15992385,46.15992381,32.59956526,32.5995652,32.59956522,32.5995653,32.59956521,32.59956527,32.59956532,33.33186776,32.59956528,46.29050083,46.32336118,46.29050084,33.30780268,33.33186774,33.33186796,46.29050077,46.29050084,46.29050079,46.29050084,46.29050065,46.29050068,46.29050076,46.29050073,46.29050072,46.15992368,46.15992365,46.29050071,46.15992378,33.33186768,46.29050084,33.33186767,33.33186772,33.33186764,33.33186791,33.33186768,33.33186769,33.33186769,33.33186767,33.33186762,33.33186773,33.33186761,33.33186791
GART-RXN__chlo,0.506077572,,,0.252631577,0.252631579,,0.252631576,,0.252631578,0.252631578,0.252631576,0.252631578,0.252631579,,,,0.506077571,,,,,,0.506077566,,0.506077568,0.506077564,,,0.506077573,0.506077563,0.506077567,,,,0.252631578,,,0.252631581,0.252631577,0.252631577,0.50607757,0.5055609,,,,,,0.50607757,,,,0.506077566,,,0.506077564,,0.506077568,,,,0.506077569,,,,,0.252631575,,,,0.252631573,,0.252631577,
RXN0-7319__mito,0,0,,,,,0,,0,0,,,,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,
TO0003845__vacu__cyto,999999,999999,999999,,,,999999,999999,999999,999999,,,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,,999999,999999,,,,,,,,,,,,,999999,999999,999999,,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,,999999,999999,,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TI1000069__cyto__extr,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TI1000069__vacu__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
TI1000069__chlo__cyto,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
GLUTDECARBOX-RXN__cyto,0.533333332,0.533333338,0.533333332,0.369230765,0.369230762,0.369230773,0.369230759,0.369230772,0.369230768,0.36923077,0.369230761,0.369230769,0.369230768,0.533333328,0.533333337,0.533333324,0.533333333,0.533333332,0.533333325,0.533333332,0.53333333,0.533333325,0.533333333,0.533333323,0.533333332,0.533333324,0.533333326,0.533333322,0.528258053,0.533333329,0.53333333,0.369230769,0.369230772,0.369230767,0.369230764,0.369230767,0.369230778,0.369230774,0.369230766,0.369230767,0.533333332,0.533333335,0.533333334,0.369230765,0.369230767,0.369230761,0.533333332,0.533333333,0.533333331,0.533333332,0.533333317,0.533333331,0.533333326,0.533333326,0.533333326,0.533333325,0.533333329,0.533333322,0.533333324,0.369230763,0.533333335,0.369230764,0.369230765,0.369230764,0.369230781,0.36923076,0.369230763,0.369230765,0.369230757,0.369230763,0.369230768,0.369230765,0.369230764
TO1000388__vacu__cyto,1.34E-10,2.69E-10,0,,,0,2.48E-10,,1.25E-10,2.48E-10,2.48E-10,0,0,0,2.69E-10,0,2.69E-10,0,0,0,0,2.69E-10,0,0,0,0,0,0,2.48E-10,0,0,,1.24E-10,2.48E-10,2.48E-10,,,,1.25E-10,,2.69E-10,0,0,,,,1.34E-10,2.69E-10,0,2.69E-10,-2.56E-10,1.34E-10,0,0,0,0,0,0,0,-2.56E-10,0,0,0,0,0,0,0,0,-2.56E-10,0,,-2.56E-10,0
RXN0-901__cyto,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
